#Associated.Gene.Name	Synonyms	Official name	Entrez.Taxa.ID	Entrez.Gene.ID	UniProt.SwissProt.Accession	Ensembl.Gene.ID	GO:0140223.Annotations	GO:0140223.Evidence	GO:0003700.Annotations	GO:0003700.Evidence	GO:0003712.Annotations	GO:0003712.Evidence	GO:0043565.Annotations	GO:0043565.Evidence	GO:0006357.Annotations	GO:0006357.Evidence	GO:0000981.Annotations	GO:0000981.Evidence	DBD.present	Lovering_2021.present	ORFeome.present	Ravazi.present	Saeed.present	TFCat.present	animal_tfdb_homo_sapiens.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus.present	animal_tfdb_Rattus_norvegicus_cofactors.present	TcoF_human.present	tcof_cotf_human.present	TcoF_mouse.present	tcof_cotf_mouse.present	jaspar_human.present	jaspar_mouse.present	jaspar_rat.present	lambert_2018.present	Vaquerizas.present	TFclass_human	TFclass_mouse	TFclass_rat	TFClass_classification_family_code	TFClass_classification_class_name
Zfp267	-	-	10090|10116	241944|100359945	A0A0G2JEM5|F1LX23	ENSMUSG00000033883|ENSRNOG00000042283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	TFclass_rat.present	NA	NA
A430033K04Rik	-	-	10090|10116	243308|304336	Q3V2D1|A0A0G2K1C7	ENSMUSG00000056014|ENSRNOG00000028651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp811	-	-	10090	240063	F7CTH4	ENSMUSG00000055202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp433	-	-	10090	73610	F7AFE4	ENSMUSG00000096795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp936	-	-	10090	668620	Q3ULA8	ENSMUSG00000064194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm5141	-	-	10090	380850	A0A0J9YUW3	ENSMUSG00000091183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
AU041133	-	-	10090|10116	216177|690419	F8VPU8|F1M4D5	ENSMUSG00000078435|ENSRNOG00000048910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Duxf3	-	-	10090	74399	Q9D4C0	ENSMUSG00000075046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AI987944	-	-	10090	233168	Q7TPX5	ENSMUSG00000056383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp950	-	-	10090|10116	414758|	Q8C118|F1LT76	ENSMUSG00000074733|ENSRNOG00000032668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_rat.present	NA	NA
Zfp109	-	-	10090	56869	Q9R166	ENSMUSG00000074283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Znf568	-	Zinc finger protein 568	10090	243905	E9PYI1	ENSMUSG00000074221	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PYI1&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PYI1&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PYI1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PYI1&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Gm4924	-	-	10090|10116	237412|102549817	Q3UF22|A0A096MJM4	ENSMUSG00000073427|ENSRNOG00000051152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm35315	-	-	10090	102638847	A0A1B0GSM0	ENSMUSG00000109771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm45871	-	-	10090	108168395	A0A1B0GSC6	ENSMUSG00000110277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp930	-	-	10090	234358	A0A1D5RM15	ENSMUSG00000059897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp809	-	Zinc finger protein 809	10090	235047	G3X9G7	ENSMUSG00000057982	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:G3X9G7&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:G3X9G7&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:G3X9G7&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:G3X9G7&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm32687	-	-	10090	102635315	A0A1W2P6H7	ENSMUSG00000112640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm3055	-	-	10090	100040944	A0A1W2P707	ENSMUSG00000094622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Gm9048	-	-	10090	668213	A0A1W2P7H4	ENSMUSG00000112495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2610008E11Rik	-	-	10090|10116	72128|691170	G3X964|D3ZKP7	ENSMUSG00000060301|ENSRNOG00000022871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm9046	-	-	10090	668209	A0A1W2P855	ENSMUSG00000112781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp808	-	-	10090	630579	A0A1Y7VJ92	ENSMUSG00000074867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp934	-	-	10090	77117	A0A1Y7VMB8	ENSMUSG00000074865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp825	-	-	10090	235956	Q91VL6	ENSMUSG00000069208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm49359	-	-	10090	71508	Q14DI0	ENSMUSG00000055228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp459	-	-	10090	328274	Q8BZ17	ENSMUSG00000055560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp998	-	-	10090	76803	Q8C1L2	ENSMUSG00000074832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp959	-	-	10090	224893	Q91VM8	ENSMUSG00000003198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Obox6	-	-	10090|10090|10116	252830|246792|292574	Q8VHG3|E9PXV9|F1LTG3	ENSMUSG00000041583|ENSMUSG00000074369|ENSRNOG00000032891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	jaspar_mouse	NA	NA	NA	NA	NA	NA	NA	NA
Zfp663	-	-	10090|10116	381405|100362089	Q6NXM6|D3ZYY3	ENSMUSG00000056824|ENSRNOG00000031478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp979	-	-	10090	112422	A2A799	ENSMUSG00000066000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp534	-	-	10090	100503584	A2A7A1	ENSMUSG00000062518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp984	-	-	10090	100041677	A2A7A2	ENSMUSG00000078495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp600	-	-	10090	667666	A2A7V0	ENSMUSG00000066007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp982	-	-	10090	195531	A2A8Q4	ENSMUSG00000078496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp981	-	-	10090	100041433	A2A8V7	ENSMUSG00000056300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp980	-	-	10090	100041379	A2A9J5	ENSMUSG00000058186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp931	-	-	10090	353208	A2AHM2	ENSMUSG00000078861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp120	-	Zinc finger protein 120 	10090|10116	104348|102554315	Q8BZW4|F1LWY5	ENSMUSG00000068134|ENSRNOG00000006112	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8BZW4,UniProtKB:F1LWY5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8BZW4,UniProtKB:F1LWY5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8BZW4,UniProtKB:F1LWY5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8BZW4,UniProtKB:F1LWY5&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14139	-	-	10090	100271882	A2ANU6	ENSMUSG00000079009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp937	-	-	10090	245174	A2ANU7	ENSMUSG00000060336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp345	-	-	10090	545471	A2AQA1	ENSMUSG00000074731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Gm14296	-	-	10090	102639598	A2ARL4	ENSMUSG00000074527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Gm14391	-	-	10090	626832	Q8C1K5	ENSMUSG00000078887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp969	-	-	10090	100043915	A2ART2	ENSMUSG00000095545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm2026	-	-	10090	668039	A2ART4	ENSMUSG00000078881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2210418O10Rik	-	-	10090	664987	A2ARV8	ENSMUSG00000078905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14410	-	-	10090	100043403	A2ARW1	ENSMUSG00000078870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14444	-	-	10090	105244402	A2ARW4	ENSMUSG00000078906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14124	-	-	10090	100216455	A2AU83	ENSMUSG00000079008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp972	-	-	10090	78703	A2AW65	ENSMUSG00000074529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14322	-	-	10090	626802	L7N246	ENSMUSG00000078864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Rhox3c	-	-	10090	100135654	A2AWM0	ENSMUSG00000079636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp973	-	-	10090	545490	A2BE20	ENSMUSG00000078879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14305	-	-	10090	100043387	A2BE23	ENSMUSG00000078878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14326	-	-	10090	665211	A2BFG5	ENSMUSG00000078862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14327	-	-	10090	626848	Q3V498	ENSMUSG00000074519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14295	-	-	10090	628147	A2BG90	ENSMUSG00000095648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp472	-	-	10090|10116	224691|314587	A4D996|Q7TPB3	ENSMUSG00000053600|ENSRNOG00000004572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp952	-	-	10090	240067	B0V2W3	ENSMUSG00000053390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp992	-	-	10090	433791	B1ASD8	ENSMUSG00000070605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp268	-	-	10090	433801	E9PWQ2	ENSMUSG00000078502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp990	-	-	10090	101056073	B1AVN5	ENSMUSG00000078503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp991	-	-	10090	666532	Q8R1N3	ENSMUSG00000067916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp970	-	-	10090	628308	Q08BU3	ENSMUSG00000078866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp40	-	-	10090|10116	22700|	B1B1D3|F1LYD5	ENSMUSG00000002617|ENSRNOG00000011675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp987	-	-	10090	626316	Q32P14	ENSMUSG00000066009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp964	-	-	10090|10116	636741|100362170	B2RR88|F1LY33	ENSMUSG00000091764|ENSRNOG00000042504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
